Date,Centre ID,Time,Current Queue,Active Counters,Farmers Arrived,Farmers Processed,Average Processing Time,Crop,Quantity,Booked Farmers,Actual Waiting Time
2025-05-14,2,13:00,3,4,4,74,20.7,Mustard,13.5,11,11.1
2025-07-03,4,10:00,45,5,76,14,13.0,Cotton,9.3,55,61.1
2025-12-16,4,14:00,36,3,67,22,15.2,Wheat,20.4,84,57.5
2025-01-28,3,14:00,84,3,114,20,10.8,Maize,1.5,92,78.3
2025-12-30,3,14:00,77,2,101,1,18.7,Wheat,16.8,107,87.2
2025-06-14,1,09:00,80,5,96,0,20.3,Rice,29.7,107,95.5
2025-10-09,2,12:00,26,4,58,38,12.8,Maize,32.6,29,35.4
2025-06-04,3,12:00,52,4,91,17,23.1,Maize,12.6,106,78.6
2025-04-24,1,09:00,63,1,66,6,7.5,Mustard,22.8,126,75.1
2025-10-09,3,10:00,87,1,104,21,9.3,Mustard,8.7,128,94.5
2025-09-08,1,12:00,0,1,44,20,17.0,Wheat,20.0,43,39.3
2025-02-22,4,14:00,87,6,125,31,18.9,Maize,9.6,102,89.7
2025-09-15,1,10:00,31,6,75,74,11.3,Wheat,20.4,85,32.6
2025-10-02,1,15:00,11,1,19,23,16.4,Wheat,6.8,61,32.6
2025-05-22,4,13:00,55,1,75,52,12.4,Mustard,33.0,83,69.8
2025-12-04,2,14:00,70,5,75,57,16.4,Wheat,31.2,115,72.1
2025-08-22,2,12:00,11,4,49,3,18.2,Wheat,12.5,73,46.4
2025-05-02,2,12:00,3,2,26,37,23.5,Cotton,27.4,42,48.2
2025-01-04,2,13:00,80,4,90,33,14.7,Cotton,4.2,92,75.0
2025-09-04,4,16:00,84,2,88,38,18.0,Rice,26.2,105,91.4
2025-03-18,4,12:00,14,2,47,12,16.8,Cotton,10.6,26,49.3
2025-10-04,2,12:00,81,3,117,34,12.4,Cotton,5.6,102,87.8
2025-07-11,4,13:00,81,6,120,9,11.3,Rice,24.1,138,86.9
2025-06-20,4,14:00,89,5,132,70,23.8,Cotton,17.0,101,82.7
2025-03-01,3,09:00,19,2,55,44,10.5,Mustard,19.0,76,55.3
2025-09-17,3,12:00,52,4,87,2,20.4,Maize,18.7,70,72.6
2025-03-02,5,12:00,89,6,125,37,9.5,Wheat,3.0,121,86.7
2025-06-02,3,16:00,81,6,125,69,20.7,Rice,2.7,115,72.5
2025-11-02,2,12:00,54,5,74,55,10.2,Rice,21.4,62,55.3
2025-12-02,3,12:00,17,1,51,20,23.4,Rice,22.2,28,63.2
2025-12-28,5,16:00,7,2,43,66,18.7,Maize,2.6,26,32.7
2025-12-16,4,12:00,23,2,28,13,8.5,Cotton,13.9,26,45.9
2025-07-22,1,10:00,5,1,36,18,18.8,Mustard,21.8,54,44.9
2025-03-15,3,10:00,17,2,32,11,17.3,Mustard,23.3,52,55.7
2025-11-03,4,09:00,6,2,11,69,12.7,Maize,29.2,60,33.3
2025-10-20,2,08:00,68,4,75,53,11.4,Mustard,15.3,124,66.7
2025-12-28,5,12:00,53,3,58,38,19.2,Rice,19.6,75,81.2
2025-08-26,5,14:00,46,3,86,50,19.6,Wheat,20.7,99,68.3
2025-02-21,5,14:00,72,2,106,19,12.6,Rice,11.6,75,78.3
2025-07-03,1,08:00,36,1,40,5,21.9,Cotton,2.8,63,58.7
2025-06-13,3,13:00,36,6,64,63,11.6,Mustard,1.1,79,36.4
2025-11-04,3,10:00,18,4,47,72,8.2,Mustard,29.4,48,32.4
2025-05-24,4,16:00,40,2,63,2,17.2,Mustard,7.8,88,67.8
2025-04-30,5,10:00,15,5,42,3,8.8,Maize,22.4,70,47.7
2025-01-30,2,13:00,53,5,93,41,11.7,Maize,20.6,80,47.5
2025-11-01,3,11:00,89,6,112,3,15.6,Wheat,14.6,106,93.9
2025-10-03,4,13:00,47,1,76,54,11.9,Wheat,29.3,84,59.4
2025-01-16,4,12:00,26,4,51,70,10.7,Rice,24.7,82,51.3
2025-06-08,4,14:00,61,6,78,20,19.0,Maize,1.8,125,73.1
2025-06-25,2,10:00,73,5,113,22,16.3,Mustard,27.4,126,84.8
2025-06-21,5,16:00,42,2,60,64,21.3,Maize,18.2,57,57.8
2025-12-02,1,12:00,22,6,57,26,16.9,Cotton,12.8,35,29.9
2025-02-24,3,14:00,64,3,91,18,15.2,Mustard,25.7,101,73.5
2025-04-22,4,15:00,16,3,46,6,11.4,Rice,24.3,42,42.0
2025-03-08,1,17:00,89,4,123,62,20.5,Rice,11.6,128,87.7
2025-03-31,3,10:00,28,5,61,69,10.3,Wheat,34.4,88,44.5
2025-11-28,3,11:00,31,1,56,5,11.1,Mustard,23.1,66,58.1
2025-12-10,4,11:00,65,4,92,60,21.3,Rice,21.6,88,81.6
2025-01-17,1,11:00,1,5,23,11,19.6,Rice,3.4,57,30.7
2025-08-19,2,13:00,18,4,33,10,17.4,Wheat,10.5,46,33.0
2025-03-26,2,17:00,11,2,43,28,7.7,Cotton,16.2,50,29.5
2025-03-12,4,17:00,35,1,74,32,9.2,Maize,22.4,43,45.6
2025-04-17,2,12:00,49,4,80,64,15.5,Mustard,18.4,82,58.7
2025-03-12,3,13:00,16,5,50,52,19.7,Mustard,26.9,43,29.3
2025-06-28,4,15:00,30,4,67,10,14.9,Maize,9.9,37,40.5
2025-12-30,4,16:00,69,6,85,43,7.3,Mustard,24.9,82,59.5
2025-08-03,1,10:00,84,4,86,65,10.1,Cotton,28.8,129,84.6
2025-09-21,5,12:00,1,4,16,49,17.0,Mustard,27.0,12,25.8
2025-06-30,1,15:00,56,1,89,17,18.8,Mustard,27.2,64,69.0
2025-01-06,1,11:00,2,4,38,9,7.6,Mustard,31.2,5,23.3
2025-01-31,1,12:00,46,2,69,33,7.7,Cotton,3.9,47,51.2
2025-04-09,2,17:00,79,5,114,35,11.4,Cotton,24.7,107,77.8
2025-03-30,5,17:00,71,1,74,26,8.4,Mustard,33.9,102,82.2
2025-11-03,2,16:00,20,6,48,8,16.2,Wheat,20.5,60,33.4
2025-11-04,4,15:00,23,2,53,8,9.1,Maize,8.4,60,45.8
2025-11-08,3,11:00,70,3,92,39,18.0,Maize,35.0,104,90.7
2025-08-21,1,11:00,73,1,105,70,20.2,Wheat,6.9,137,88.2
2025-07-23,3,13:00,25,2,47,44,23.5,Rice,12.4,41,47.5
2025-08-25,1,13:00,0,6,23,32,23.1,Maize,6.9,46,20.9
2025-05-29,3,12:00,40,2,67,69,11.6,Rice,16.8,45,52.8
2025-09-02,3,13:00,55,4,90,51,7.5,Maize,15.2,110,59.0
2025-10-17,3,12:00,39,6,50,53,12.6,Cotton,17.7,62,44.3
2025-10-06,2,14:00,84,4,97,43,19.0,Maize,32.6,106,81.3
2025-08-13,4,11:00,73,1,91,57,8.0,Wheat,17.3,81,74.8
2025-01-22,3,11:00,70,3,79,37,13.1,Mustard,18.5,103,78.9
2025-09-22,2,10:00,1,3,16,46,12.1,Mustard,31.1,26,23.8
2025-05-14,3,10:00,76,2,91,46,10.7,Maize,28.8,139,91.5
2025-09-29,1,15:00,67,2,81,56,19.0,Rice,9.2,78,70.9
2025-07-16,5,12:00,35,4,53,67,18.2,Rice,1.4,62,57.4
2025-11-18,4,10:00,53,3,75,22,16.1,Wheat,22.4,111,77.3
2025-05-04,2,14:00,74,2,105,52,22.5,Cotton,29.7,126,91.5
2025-12-06,4,13:00,81,3,94,2,8.8,Maize,19.8,130,88.6
2025-11-05,4,08:00,49,3,87,39,9.5,Wheat,8.2,83,52.3
2025-05-01,4,11:00,3,2,24,67,13.5,Rice,26.2,59,44.6
2025-06-26,1,10:00,55,3,87,48,18.1,Rice,23.8,69,70.1
2025-07-13,5,13:00,61,6,66,20,16.9,Maize,20.2,113,69.1
2025-10-08,5,11:00,5,4,12,45,8.3,Mustard,30.4,42,31.3
2025-09-09,5,09:00,73,4,93,26,23.3,Rice,27.7,95,95.6
2025-11-07,5,09:00,18,6,34,32,12.2,Rice,23.7,32,31.3
2025-05-16,5,13:00,80,4,102,17,13.1,Mustard,23.6,113,81.3
2025-07-04,4,08:00,49,2,56,46,17.6,Rice,23.5,49,65.1
2025-06-07,1,15:00,28,3,49,14,23.1,Wheat,18.9,74,54.4
2025-11-28,3,10:00,5,3,35,33,18.3,Maize,16.8,20,29.2
2025-04-22,2,13:00,1,3,33,70,23.2,Mustard,25.1,26,26.7
2025-08-03,2,12:00,66,1,77,56,10.2,Rice,21.8,78,78.2
2025-02-13,5,12:00,33,1,48,31,17.5,Cotton,17.7,63,66.5
2025-11-07,5,09:00,75,3,98,72,21.1,Cotton,5.3,99,86.6
2025-05-21,3,15:00,20,6,43,1,15.7,Wheat,24.9,32,32.2
2025-05-05,4,15:00,82,5,117,71,13.2,Wheat,23.0,139,72.5
2025-08-01,1,08:00,84,6,101,26,23.7,Wheat,12.6,133,79.0
2025-07-02,2,10:00,9,2,39,61,9.4,Cotton,13.1,34,32.4
2025-11-06,5,16:00,58,3,97,71,14.0,Cotton,9.4,61,66.2
2025-07-13,3,13:00,84,4,97,45,21.8,Cotton,33.7,138,98.4
2025-07-08,3,10:00,29,3,66,45,22.3,Cotton,30.2,74,62.0
2025-02-08,3,10:00,6,3,20,56,23.7,Mustard,20.1,42,48.8
2025-01-09,2,13:00,78,3,93,17,22.0,Mustard,14.7,117,83.8
2025-05-26,5,14:00,42,1,71,13,7.9,Cotton,26.1,42,59.3
2025-12-31,4,13:00,2,6,29,25,22.8,Rice,18.9,32,29.2
2025-12-01,4,16:00,75,6,99,35,14.3,Maize,34.2,87,65.0
2025-08-18,2,12:00,61,1,71,55,18.1,Maize,2.9,103,81.1
2025-08-19,4,11:00,6,3,10,19,13.7,Maize,2.2,66,37.2
2025-05-23,5,12:00,23,4,63,42,20.8,Maize,20.3,57,55.7
2025-03-06,4,11:00,1,5,40,0,16.8,Rice,7.9,40,31.8
2025-01-04,3,10:00,85,6,124,2,21.4,Wheat,21.5,128,100.5
2025-05-04,2,09:00,2,3,25,72,10.3,Mustard,27.6,62,30.8
2025-04-26,3,11:00,71,5,110,63,10.1,Cotton,5.7,73,72.6
2025-03-11,2,14:00,46,6,67,64,14.5,Cotton,16.0,66,41.2
2025-04-05,4,08:00,52,5,55,24,7.1,Rice,24.4,69,57.8
2025-01-10,1,12:00,73,2,81,38,18.8,Rice,29.4,119,94.8
2025-08-10,1,13:00,80,5,92,50,12.0,Mustard,17.9,109,69.6
2025-12-05,4,13:00,11,3,27,19,16.5,Maize,8.0,61,39.1
2025-09-10,2,14:00,1,1,43,55,8.2,Wheat,20.9,31,23.2
2025-06-13,3,15:00,11,5,25,51,9.9,Rice,16.5,74,27.7
2025-06-03,3,14:00,61,6,88,30,17.6,Rice,27.2,110,62.1
2025-04-23,3,09:00,51,3,63,32,12.2,Maize,19.9,52,56.7
2025-02-21,4,12:00,7,3,35,23,10.7,Mustard,10.5,71,45.8
2025-08-07,2,13:00,21,3,46,60,10.9,Wheat,26.6,82,32.0
2025-07-26,4,11:00,48,1,54,74,10.7,Rice,18.6,50,68.5
2025-01-03,2,09:00,65,6,85,74,17.6,Wheat,7.0,90,63.6
2025-06-01,2,10:00,30,1,34,57,9.9,Mustard,20.1,93,56.6
2025-04-12,3,12:00,85,4,125,26,13.2,Maize,33.2,139,93.5
2025-03-04,5,12:00,89,1,120,58,18.7,Mustard,25.0,119,107.3
2025-09-14,2,10:00,68,5,110,18,15.7,Maize,11.2,103,85.3
2025-07-11,3,15:00,40,6,79,67,17.2,Cotton,25.2,41,37.1
2025-08-20,1,16:00,78,4,87,20,11.3,Maize,10.6,114,68.0
2025-09-18,1,10:00,65,4,96,30,22.9,Rice,19.5,108,82.5
2025-12-25,4,16:00,46,5,50,7,14.0,Maize,18.9,69,54.7
2025-10-21,4,08:00,39,6,82,6,11.9,Rice,9.4,58,45.5
2025-08-15,2,16:00,74,6,109,29,22.4,Mustard,12.8,127,76.2
2025-11-17,4,16:00,50,2,80,41,18.1,Cotton,33.0,79,75.1
2025-06-24,2,08:00,16,4,60,1,17.4,Rice,9.5,33,38.8
2025-12-26,2,14:00,89,5,127,63,22.1,Rice,28.2,113,84.7
2025-10-05,3,17:00,6,2,44,8,8.0,Wheat,23.7,37,28.1
2025-08-26,2,16:00,62,5,66,74,21.2,Wheat,19.1,78,59.6
2025-11-26,5,17:00,59,1,60,20,18.5,Mustard,5.7,95,79.6
2025-07-08,3,13:00,52,6,95,28,13.1,Maize,8.0,107,50.1
2025-09-21,2,09:00,4,4,15,11,11.4,Rice,7.1,52,30.2
2025-04-14,3,15:00,44,5,63,61,8.8,Mustard,21.0,59,35.0
2025-12-18,4,13:00,80,5,81,54,23.0,Maize,34.1,110,77.3
2025-08-16,2,13:00,21,2,49,5,9.4,Cotton,30.8,56,40.2
2025-10-13,5,12:00,62,3,98,7,11.4,Wheat,1.9,106,77.9
2025-06-18,3,13:00,77,6,114,45,18.7,Mustard,10.3,126,73.4
2025-11-13,4,10:00,85,1,111,64,19.1,Wheat,6.3,116,98.5
2025-01-28,5,14:00,46,5,75,8,9.7,Rice,34.2,66,61.4
2025-02-11,3,09:00,28,2,51,16,20.8,Rice,9.0,70,65.2
2025-07-05,1,14:00,62,4,82,40,15.7,Cotton,7.8,70,60.9
2025-09-25,4,15:00,43,4,67,8,21.4,Wheat,22.1,86,65.3
2025-10-23,1,12:00,56,5,98,22,8.5,Rice,19.9,114,67.3
2025-06-10,3,12:00,66,6,77,0,7.7,Rice,8.7,112,73.0
2025-08-26,5,11:00,63,3,84,37,17.8,Rice,23.8,91,87.1
2025-07-21,3,16:00,21,2,48,53,9.6,Cotton,4.3,74,39.9
2025-12-17,4,14:00,68,3,93,30,15.9,Rice,1.7,102,86.5
2025-08-27,3,11:00,48,4,49,19,7.2,Rice,3.8,83,61.5
2025-06-02,2,10:00,83,5,95,31,20.3,Mustard,13.4,138,89.3
2025-12-20,2,10:00,59,5,88,38,22.3,Cotton,34.2,71,77.3
2025-02-09,3,12:00,80,3,111,12,21.3,Wheat,19.6,130,102.1
2025-12-26,1,16:00,88,6,121,8,23.3,Maize,26.7,132,89.7
2025-02-26,3,14:00,89,1,133,13,22.4,Maize,11.9,123,100.5
2025-04-16,3,10:00,67,1,97,73,14.5,Cotton,25.5,72,77.4
2025-10-27,5,15:00,53,1,79,54,13.8,Mustard,33.9,102,75.8
2025-09-25,1,11:00,10,6,24,9,22.2,Cotton,13.2,24,35.0
2025-12-21,5,15:00,34,2,50,22,22.8,Mustard,35.0,92,74.4
2025-10-01,3,11:00,42,4,79,30,23.5,Rice,22.7,93,77.5
2025-08-21,4,13:00,70,5,91,13,20.1,Rice,26.5,93,80.6
2025-05-07,3,16:00,52,5,84,63,10.4,Wheat,9.6,80,46.4
2025-01-02,2,11:00,39,6,44,70,23.1,Maize,22.9,40,42.3
2025-02-15,5,14:00,13,1,18,18,23.1,Rice,18.4,45,58.7
2025-04-19,2,17:00,64,3,73,1,18.3,Rice,33.5,67,80.1
2025-01-15,1,10:00,38,4,46,20,21.6,Maize,31.8,102,64.9
2025-07-05,4,09:00,3,5,30,43,16.5,Mustard,14.5,44,33.7
2025-10-11,4,14:00,25,4,53,60,23.1,Cotton,33.2,40,53.0
2025-12-18,5,11:00,79,4,104,25,8.6,Rice,31.1,131,94.0
2025-06-28,3,09:00,10,2,23,20,21.7,Rice,21.1,11,49.4
2025-11-16,1,12:00,36,1,61,18,7.9,Cotton,3.8,71,62.0
2025-12-26,1,14:00,46,3,51,0,12.8,Mustard,6.5,53,48.8
2025-11-10,3,11:00,7,2,28,1,9.3,Wheat,3.6,10,28.2
2025-06-19,2,11:00,14,4,20,32,15.1,Maize,4.7,29,31.0
2025-04-29,5,15:00,84,5,87,46,10.9,Mustard,34.2,103,76.1
2025-12-23,1,12:00,53,4,60,0,23.2,Cotton,8.2,100,82.5
2025-03-30,5,15:00,18,4,23,15,16.5,Rice,24.5,75,52.7
2025-05-31,2,12:00,15,1,36,68,22.3,Mustard,22.6,65,54.4
2025-01-28,1,16:00,38,4,62,74,11.7,Cotton,22.5,86,44.6
2025-10-17,2,13:00,65,3,92,48,7.4,Maize,8.0,101,61.2
2025-08-26,1,09:00,65,1,84,39,20.2,Rice,20.7,89,91.4
2025-01-31,3,15:00,17,2,24,43,18.9,Cotton,22.3,33,38.0
2025-03-23,2,12:00,65,5,65,27,16.3,Maize,20.4,126,79.3
2025-07-22,3,10:00,80,6,112,15,20.9,Cotton,7.3,113,89.4
2025-07-17,3,10:00,20,4,64,28,21.3,Wheat,25.6,56,51.4
2025-10-20,1,14:00,2,6,14,52,17.0,Wheat,3.5,2,3.0
2025-04-08,1,09:00,86,2,95,49,23.4,Rice,21.1,115,103.2
2025-12-04,1,11:00,46,2,60,50,19.2,Wheat,15.8,90,67.9
2025-06-12,1,10:00,69,6,78,45,18.5,Cotton,9.5,101,74.5
2025-10-28,1,12:00,28,2,38,4,13.1,Maize,28.5,67,54.0
2025-03-29,2,12:00,26,4,48,46,7.0,Mustard,7.0,78,41.7
2025-01-14,3,12:00,20,2,55,66,11.1,Mustard,32.7,21,42.1
2025-01-21,2,11:00,19,2,51,48,20.0,Cotton,31.1,77,55.8
2025-05-17,2,08:00,42,3,85,43,19.1,Mustard,13.3,95,66.5
2025-12-14,3,13:00,9,3,25,16,12.6,Mustard,11.4,36,34.5
2025-01-18,3,11:00,75,6,97,59,17.6,Mustard,5.7,124,85.1
2025-05-15,2,13:00,46,6,63,33,10.3,Rice,32.2,50,42.3
2025-02-09,2,09:00,82,4,83,19,11.5,Wheat,22.3,102,82.9
2025-12-07,3,08:00,45,4,62,36,23.1,Mustard,2.1,52,56.9
2025-09-04,1,11:00,27,1,38,9,14.0,Maize,18.4,68,57.0
2025-10-06,3,12:00,46,2,67,69,11.2,Wheat,3.9,101,60.6
2025-09-18,5,12:00,13,1,20,52,15.3,Rice,20.5,52,56.2
2025-08-28,2,15:00,74,6,107,24,13.6,Rice,18.3,120,74.7
2025-10-10,1,11:00,64,2,101,59,19.4,Maize,3.8,73,70.5
2025-01-03,4,13:00,13,3,56,4,23.4,Mustard,28.7,73,59.5
2025-11-12,1,13:00,52,6,55,28,17.1,Mustard,9.9,64,45.6
2025-09-28,1,08:00,48,5,53,48,17.0,Cotton,19.4,82,49.6
2025-09-27,1,12:00,18,4,61,1,13.2,Rice,22.7,62,48.0
2025-05-24,5,11:00,10,1,48,53,16.6,Cotton,33.7,65,64.4
2025-10-20,5,12:00,68,4,94,61,12.4,Wheat,17.8,128,86.2
2025-05-20,3,09:00,23,4,37,44,7.0,Wheat,32.2,61,41.1
2025-01-18,4,14:00,46,2,69,15,21.7,Maize,13.1,83,76.5
2025-11-28,4,16:00,22,5,46,56,14.3,Cotton,30.2,49,38.0
2025-03-27,4,08:00,58,6,96,25,15.4,Wheat,9.0,94,61.3
2025-02-07,3,13:00,4,2,27,55,8.4,Mustard,25.1,47,25.6
2025-08-15,5,14:00,32,2,33,47,21.2,Wheat,4.0,74,56.4
2025-03-27,4,11:00,49,2,80,7,9.9,Cotton,34.5,87,79.3
2025-11-10,1,14:00,39,6,73,7,14.0,Cotton,33.4,67,43.1
2025-06-11,2,13:00,55,1,68,1,21.3,Rice,16.0,67,78.4
2025-01-02,5,16:00,16,6,21,5,14.8,Rice,18.8,19,33.2
2025-12-14,3,17:00,39,5,45,22,22.8,Rice,21.3,66,57.3
2025-07-07,2,09:00,68,3,105,1,10.6,Rice,10.4,93,81.0
2025-04-06,5,12:00,30,4,50,70,19.2,Rice,23.9,69,62.2
2025-09-05,4,13:00,14,6,37,68,23.6,Rice,24.8,72,35.6
2025-07-13,3,10:00,76,5,119,12,16.3,Mustard,18.9,121,88.4
2025-01-11,3,11:00,70,2,72,23,18.8,Maize,6.0,122,96.7
2025-10-05,1,17:00,61,1,70,55,13.7,Cotton,32.3,98,72.7
2025-05-27,2,08:00,71,4,108,49,19.8,Rice,4.9,131,80.7
2025-09-13,3,12:00,70,1,94,43,22.5,Maize,22.4,131,100.7
2025-11-23,5,15:00,67,1,68,74,19.0,Rice,4.5,76,83.7
2025-08-11,2,11:00,45,6,76,47,22.9,Maize,6.0,86,60.7
2025-09-03,1,12:00,1,3,7,50,17.0,Rice,1.7,33,27.1
2025-04-03,3,17:00,53,4,88,37,16.8,Mustard,13.4,116,63.4
2025-03-28,5,12:00,24,2,59,39,12.2,Rice,22.7,62,57.4
2025-06-01,3,10:00,69,1,106,21,19.1,Cotton,18.7,70,96.1
2025-11-08,2,09:00,42,1,62,39,22.0,Rice,23.9,55,75.9
2025-07-11,4,16:00,81,3,93,68,18.0,Maize,24.0,89,78.3
2025-05-08,4,11:00,53,1,92,28,11.0,Wheat,5.8,66,72.0
2025-10-12,2,12:00,49,3,74,9,16.2,Mustard,2.9,55,69.2
2025-11-08,5,09:00,82,2,110,44,19.9,Wheat,22.3,132,107.7
2025-11-26,3,12:00,42,4,48,58,23.0,Maize,23.2,74,62.6
2025-04-20,1,16:00,33,4,61,71,9.7,Mustard,19.9,76,35.1
2025-09-17,3,12:00,33,2,59,40,9.2,Cotton,9.4,97,67.8
2025-08-04,5,17:00,78,3,91,59,14.0,Maize,28.6,120,81.1
2025-06-13,2,11:00,68,1,102,18,9.1,Mustard,3.6,99,83.1
2025-05-25,3,12:00,14,2,20,31,23.7,Wheat,22.5,31,52.7
2025-02-11,4,15:00,44,6,76,31,14.2,Rice,5.1,93,51.7
2025-04-11,4,12:00,33,6,76,24,16.1,Rice,23.3,65,55.2
2025-07-20,5,11:00,58,3,83,53,10.9,Maize,15.2,107,76.9
2025-11-20,1,15:00,4,6,8,66,14.6,Maize,25.4,5,3.0
2025-11-13,3,12:00,64,4,88,24,23.7,Mustard,2.8,74,80.1
2025-03-10,3,13:00,66,1,89,10,15.3,Maize,19.9,74,71.6
2025-09-05,1,17:00,20,6,44,61,7.2,Rice,5.9,64,24.0
2025-01-31,4,10:00,13,3,25,63,11.1,Cotton,24.2,46,40.3
2025-09-04,1,11:00,56,4,84,70,23.6,Rice,5.1,76,70.5
2025-05-05,3,08:00,23,4,34,19,23.8,Rice,3.5,43,39.3
2025-06-14,2,12:00,84,2,109,53,10.6,Rice,25.2,123,94.7
2025-09-19,1,10:00,69,5,95,53,17.5,Mustard,3.2,131,80.7
2025-06-05,5,14:00,85,4,114,59,8.3,Rice,8.6,149,98.4
2025-10-22,2,10:00,48,3,83,60,16.8,Rice,29.0,78,71.9
2025-07-14,2,14:00,84,2,123,71,9.1,Rice,28.5,127,88.0
2025-12-31,5,11:00,1,5,35,35,20.9,Wheat,30.0,6,32.1
2025-08-21,5,11:00,26,2,61,5,23.0,Maize,12.1,87,69.5
2025-04-19,1,11:00,0,1,39,14,9.9,Rice,19.0,1,36.9
2025-10-10,2,14:00,60,6,70,66,14.9,Wheat,27.3,82,46.3
2025-05-29,4,12:00,45,2,58,63,8.7,Mustard,5.7,92,58.0
2025-07-14,4,11:00,25,4,48,0,12.8,Maize,25.6,88,52.2
2025-02-19,5,15:00,27,5,47,27,8.1,Rice,4.3,38,35.6
2025-02-13,3,13:00,57,6,88,18,11.5,Maize,32.1,99,57.7
2025-07-29,1,10:00,16,4,16,24,23.8,Cotton,22.7,28,42.4
2025-03-10,5,16:00,46,5,52,47,7.8,Cotton,17.8,49,42.1
2025-12-31,1,11:00,55,6,88,38,21.6,Rice,17.5,82,63.3
2025-11-09,1,08:00,21,6,57,36,8.3,Wheat,7.2,58,20.3
2025-09-13,4,12:00,20,1,33,32,16.0,Rice,12.8,37,55.3
2025-09-26,4,10:00,31,5,44,48,14.7,Maize,25.7,94,48.1
2025-08-06,1,10:00,53,2,78,51,22.8,Cotton,19.4,93,76.9
2025-01-23,1,14:00,22,6,43,3,10.4,Cotton,19.0,50,24.1
2025-05-24,3,10:00,34,1,41,10,10.1,Maize,7.6,65,62.5
2025-06-30,2,15:00,48,2,70,25,19.7,Rice,24.5,78,70.5
2025-12-01,4,16:00,16,2,52,32,19.3,Rice,14.3,23,39.2
2025-03-22,3,13:00,51,4,83,74,18.9,Maize,7.2,90,58.1
2025-07-01,3,14:00,12,1,48,66,7.4,Mustard,33.1,63,40.6
2025-05-06,3,14:00,12,1,40,48,11.4,Rice,18.2,39,33.4
2025-02-19,2,17:00,21,4,60,2,21.3,Rice,19.0,48,47.7
2025-02-07,2,11:00,25,6,36,7,17.2,Maize,34.4,84,48.6
2025-05-14,4,10:00,2,4,4,34,17.2,Wheat,13.5,41,34.5
2025-01-31,3,12:00,86,3,91,44,12.0,Wheat,33.1,105,89.0
2025-01-25,3,13:00,27,4,71,49,11.4,Cotton,24.6,27,35.6
2025-05-09,3,10:00,72,4,100,10,23.1,Wheat,22.5,125,95.0
2025-03-15,2,13:00,81,3,92,66,19.4,Wheat,9.0,121,82.9
2025-07-22,5,08:00,72,4,110,36,9.2,Maize,2.8,112,71.3
2025-01-07,3,16:00,74,1,87,44,22.9,Mustard,15.9,92,82.9
2025-04-21,4,11:00,9,2,35,2,16.9,Cotton,1.3,21,48.7
2025-06-15,5,08:00,33,5,44,61,12.7,Mustard,3.4,65,43.6
2025-12-18,5,09:00,67,3,71,40,13.8,Wheat,21.2,116,80.5
2025-08-20,4,11:00,51,1,63,16,19.3,Wheat,25.6,70,78.8
2025-11-18,4,11:00,0,1,10,23,13.4,Cotton,6.7,34,38.7
2025-05-06,3,08:00,51,6,75,26,16.8,Wheat,25.9,115,56.2
2025-06-14,4,11:00,72,2,72,2,19.1,Mustard,33.3,86,91.5
2025-06-03,2,10:00,74,1,84,70,10.3,Rice,26.3,89,80.2
2025-11-20,4,11:00,34,5,59,60,23.1,Rice,27.7,49,55.7
2025-12-17,1,12:00,21,4,38,66,13.1,Maize,24.8,80,34.4
2025-12-18,5,11:00,27,3,55,26,14.1,Cotton,8.6,61,57.2
2025-10-02,2,11:00,26,6,55,41,18.9,Cotton,13.3,85,51.8
2025-07-03,4,09:00,31,2,74,34,17.3,Rice,33.3,92,75.3
2025-07-17,1,08:00,27,4,64,35,14.5,Rice,23.5,54,39.4
2025-12-24,1,10:00,41,5,51,44,18.0,Cotton,27.8,44,44.3
2025-04-14,5,14:00,3,4,34,33,22.3,Wheat,33.9,22,33.5
2025-05-07,5,17:00,24,2,52,57,20.6,Rice,8.9,59,53.1
2025-11-24,2,16:00,28,5,54,4,21.0,Cotton,11.9,52,45.8
2025-05-22,1,12:00,13,5,48,14,11.4,Cotton,22.9,13,33.8
2025-03-27,5,13:00,79,1,85,66,14.1,Wheat,1.8,143,86.1
2025-07-24,5,11:00,60,1,76,66,16.4,Cotton,20.4,79,73.7
2025-04-29,1,14:00,82,5,118,61,7.8,Mustard,28.5,122,65.6
2025-11-22,4,14:00,50,1,90,27,20.1,Rice,21.8,111,88.1
2025-11-28,2,15:00,9,6,10,34,12.5,Cotton,11.0,44,16.4
2025-04-22,4,15:00,81,1,102,1,11.8,Maize,25.6,126,91.1
2025-07-13,3,12:00,41,6,52,20,11.4,Mustard,6.0,43,42.0
2025-12-26,1,14:00,61,5,68,54,11.8,Rice,31.4,106,57.9
2025-09-28,2,15:00,34,3,36,25,12.7,Rice,4.4,89,48.8
2025-03-20,3,11:00,44,2,68,36,17.3,Mustard,30.4,103,77.2
2025-08-04,4,16:00,44,3,74,9,16.9,Wheat,17.9,49,55.7
2025-08-15,1,09:00,25,5,48,37,11.3,Mustard,15.6,39,31.3
2025-08-27,5,17:00,49,5,65,54,10.5,Wheat,18.0,52,41.4
2025-01-10,4,14:00,66,2,100,42,21.0,Wheat,7.8,125,85.5
2025-04-20,5,09:00,1,4,30,41,8.6,Mustard,16.6,18,27.3
2025-11-08,5,13:00,11,6,51,68,15.7,Cotton,29.9,45,30.6
2025-03-30,1,08:00,75,2,90,17,15.8,Maize,28.2,105,83.8
2025-04-20,1,14:00,51,5,61,22,16.8,Wheat,6.5,95,55.5
